country_unep,household_year,household_region,household_kg_per_capita_year,household_tonnes_year,household_confidence,food_service_year,food_service_kg_per_capita_year,food_service_tonnes_year,food_service_confidence,retail_year,retail_kg_per_capita_year,retail_tonnes_year,retail_confidence,average_temperature,temperature_year,temperature_unit,income_year,income_region,income_group,income_lending_category,gdp_per_capita_year,gdp_per_capita,population_density_year,population_density,tourism_arrivals_year,tourism_arrivals,access_to_electricity_year,access_to_electricity,total_population_year,total_population,total_food_waste_kg_per_capita_year,total_food_waste_tonnes_year,household_share_pct,food_service_share_pct,retail_share_pct,main_contributing_sector,tourists_per_resident,income_rank,population_size_category,temperature_band,gdp_per_capita_category,coverage_score,sector_share_total,log_gdp_per_capita,log_population_density,log_tourism_arrivals,log_total_population
Lithuania,2024,Northern Europe,86,236500.0,Eurostat,2024,2,5500.0,Eurostat,2024,10,27500.0,Eurostat,8.58,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,29384.0189598663,2023.0,45.87196485623,2020.0,2284000.0,2023.0,100.0,2024.0,2888278.0,98,269500.0,87.76,2.04,10.2,Household,0.79,4.0,Small (1M-10M),Cold (<10°C),Upper-Middle GDP per Capita,9,100.0,10.288240264269149,3.84741973246046,14.641439287586314,14.876171380976931
Norway,2024,Northern Europe,78,423540.0,Eurostat,2024,18,97740.0,Eurostat,2024,11,59730.0,Eurostat,2.28,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,86785.4334489176,2023.0,15.1524995195871,2020.0,1397000.0,2023.0,100.0,2024.0,5572279.0,107,581010.0,72.9,16.82,10.28,Household,0.25,4.0,Small (1M-10M),Cold (<10°C),High GDP per Capita,9,100.0,11.371205591761388,2.7820748067078584,14.149838354058456,15.533314863875562
Sweden,2024,Northern Europe,61,643550.0,Eurostat,2024,9,94950.0,Eurostat,2024,9,94950.0,Eurostat,3.38,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,57117.4877440616,2023.0,25.8713678886243,2020.0,1957000.0,2023.0,100.0,2024.0,10569709.0,79,833450.0,77.22,11.39,11.39,Household,0.19,4.0,Medium (10M-50M),Cold (<10°C),High GDP per Capita,9,100.0,10.952883121594045,3.2910613289842097,14.486923757364286,16.173502921330023
United Kingdom,2024,Northern Europe,76,5097005.0,High Confidence,2024,16,1093662.0,High Confidence,2024,4,236285.0,High Confidence,10.14,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,53246.3676145108,2023.0,283.106683751498,2020.0,11101000.0,2023.0,100.0,2024.0,69226000.0,96,6426952.0,79.31,17.02,3.68,Household,0.16,4.0,Large (50M-100M),Cool (10°C-20°C),High GDP per Capita,9,100.01,10.882703647880467,5.6493498146358485,16.222545842396755,18.05288708701065
American Samoa,2024,Polynesia,81,3258.0,Very Low Confidence,2024,21,823.0,Very Low Confidence,2024,13,526.0,Very Low Confidence,27.5,2024.0,Celsius,2024.0,East Asia & Pacific,High Income,,2022.0,18017.4589383973,2023.0,237.605,2020.0,899.999976158142,,,2024.0,46765.0,115,4607.0,70.72,17.86,11.42,Household,0.02,4.0,Very Small (<1M),Hot (25°C-30°C),Upper-Middle GDP per Capita,8,100.0,9.799152007993523,5.474809465018433,6.803505231146786,10.752911722153339
Cook Islands,2024,Polynesia,86,1724.0,Very Low Confidence,2024,23,456.0,Very Low Confidence,2024,14,288.0,Very Low Confidence,,,,,,,,,,,,,,,,,,123,2468.0,69.85,18.48,11.67,Household,,,,,,2,100.0,,,,
French Polynesia,2024,Polynesia,81,25252.0,Very Low Confidence,2024,21,6382.0,Very Low Confidence,2024,13,4076.0,Very Low Confidence,24.71,2024.0,Celsius,2024.0,East Asia & Pacific,High Income,,2024.0,22439.8838746025,2023.0,80.990492653414,2020.0,89400.0015258789,2023.0,100.0,2024.0,281807.0,115,35710.0,70.71,17.87,11.41,Household,0.32,4.0,Very Small (<1M),Warm (20°C-25°C),Upper-Middle GDP per Capita,9,99.99,10.018639747212202,4.406603297291266,11.400887163849179,12.548981266972078
Niue,2024,Polynesia,86,,Very Low Confidence,2024,23,,Very Low Confidence,2024,14,,Very Low Confidence,,,,,,,,,,,,,,,,,,123,,,,,No Data,,,,,,2,,,,,
Samoa,2024,Polynesia,86,18857.0,Very Low Confidence,2024,31,6850.0,Very Low Confidence,2024,10,2129.0,Very Low Confidence,27.72,2024.0,Celsius,2024.0,East Asia & Pacific,Upper Middle Income,IDA,2024.0,5392.87761915762,2023.0,77.9363309352518,2020.0,23899.9996185303,2023.0,100.0,2024.0,218019.0,127,27836.0,67.74,24.61,7.65,Household,0.11,3.0,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,8.593019815114078,4.368641589996313,10.081675562088067,12.29234208068235
Tokelau,2024,Polynesia,86,,Very Low Confidence,2024,23,,Very Low Confidence,2024,14,,Very Low Confidence,,,,,,,,,,,,,,,,,,123,,,,,No Data,,,,,,2,,,,,
Tonga,2024,Polynesia,88,9690.0,Very Low Confidence,2024,31,3377.0,Very Low Confidence,2024,21,2315.0,Very Low Confidence,25.14,2024.0,Celsius,2024.0,East Asia & Pacific,Upper Middle Income,IDA,2023.0,5651.59373063157,2023.0,145.273611111111,2019.0,94000.0,2023.0,100.0,2024.0,104175.0,140,15382.0,63.0,21.95,15.05,Household,0.9,3.0,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,8.639869786169719,4.9854789165761435,11.451060699493427,11.553837055476643
Tuvalu,2024,Polynesia,88,881.0,Very Low Confidence,2024,31,307.0,Very Low Confidence,2024,21,210.0,Very Low Confidence,,,,2024.0,East Asia & Pacific,Upper Middle Income,IDA,2023.0,6344.7750188689,2023.0,327.2,2019.0,3599.99990463257,2023.0,100.0,2024.0,9646.0,140,1398.0,63.02,21.96,15.02,Household,0.37,3.0,Very Small (<1M),,Lower-Middle GDP per Capita,8,100.0,8.755544519083061,5.793623178655991,8.188966837165278,9.174402265170553
Wallis and Futuna Islands,2024,Polynesia,86,862.0,Very Low Confidence,2024,23,228.0,Very Low Confidence,2024,14,144.0,Very Low Confidence,,,,,,,,,,,,,,,,,,123,1234.0,69.85,18.48,11.67,Household,,,,,,2,100.0,,,,
Brunei Darussalam,2024,South-eastern Asia,76,34109.0,Low Confidence,2024,35,15776.0,Very Low Confidence,2024,46,20692.0,Very Low Confidence,,,,2024.0,East Asia & Pacific,High Income,,2024.0,33153.4738913513,2023.0,87.0870967741936,2020.0,1071000.0,2023.0,100.0,2024.0,462721.0,157,70577.0,48.33,22.35,29.32,Household,2.31,4.0,Very Small (<1M),,Upper-Middle GDP per Capita,8,100.0,10.408932945522983,4.478326061082779,13.884104283136265,13.044881720771468
Cambodia,2024,South-eastern Asia,85,1419831.0,Medium Confidence,2024,40,676397.0,Very Low Confidence,2024,44,742033.0,Very Low Confidence,27.98,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IDA,2024.0,2627.87969756224,2023.0,98.7076818490823,2020.0,1306000.0,2023.0,95.0,2024.0,17638801.0,169,2838261.0,50.02,23.83,26.14,Household,0.07,2.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,99.99,7.874313063911947,4.602242723639364,14.082480354515004,16.68561169240447
Indonesia,2024,South-eastern Asia,53,14728364.0,Medium Confidence,2024,40,11051710.0,Very Low Confidence,2024,50,13755721.0,Very Low Confidence,26.16,2024.0,Celsius,2024.0,East Asia & Pacific,Upper Middle Income,IBRD,2024.0,4925.43048751861,2023.0,148.57692229227,2020.0,4053000.0,2023.0,99.4,2024.0,283487931.0,143,39535795.0,37.25,27.95,34.79,Household,0.01,3.0,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,99.99,8.502369965750999,5.007810790888449,15.214968152341232,19.462680112324808
Lao People's Dem. Rep.,2024,South-eastern Asia,89,673831.0,Medium Confidence,2024,40,303713.0,Very Low Confidence,2024,44,333185.0,Very Low Confidence,24.93,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IDA,2024.0,2123.97909415109,2023.0,33.2105415944541,2020.0,886400.024414063,2023.0,96.5,2024.0,7769819.0,173,1310729.0,51.41,23.17,25.42,Household,0.11,2.0,Small (1M-10M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,7.661517243263577,3.5325338303302622,13.694924750676275,15.865757556052328
Malaysia,2024,South-eastern Asia,81,2754808.0,Medium Confidence,2024,50,1681049.0,Medium Confidence,2024,79,2675062.0,Medium Confidence,26.78,2024.0,Celsius,2024.0,East Asia & Pacific,Upper Middle Income,IBRD,2024.0,11874.4273684245,2023.0,106.913096941105,2020.0,4333000.0,2023.0,100.0,2024.0,35557673.0,210,7110919.0,38.74,23.64,37.62,Household,0.12,3.0,Medium (10M-50M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,9.382226617175213,4.681326245260507,15.281770931509003,17.386666555896934
Myanmar,2024,South-eastern Asia,78,4221946.0,Low Confidence,2024,40,2185282.0,Very Low Confidence,2024,44,2397336.0,Very Low Confidence,24.48,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IDA,2024.0,1359.05001560107,2023.0,82.9420656687147,2020.0,903000.0,2023.0,76.8,2024.0,54500091.0,162,8804564.0,47.95,24.82,27.23,Household,0.02,2.0,Large (50M-100M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,7.2152767542311285,4.43012686647464,13.713478939818222,17.813712947705444
Philippines,2024,South-eastern Asia,26,2954580.0,Medium Confidence,2024,40,4660966.0,Very Low Confidence,2024,44,5113255.0,Very Low Confidence,26.92,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IBRD,2024.0,3984.8315387656,2023.0,385.321122178623,2020.0,1483000.0,2023.0,98.0,2024.0,115843670.0,110,12728801.0,23.21,36.62,40.17,Retail,0.01,2.0,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,8.29050123664972,5.956668946351456,14.209578295428676,18.567752176361985
Singapore,2024,South-eastern Asia,68,409182.0,Medium Confidence,2024,35,209651.0,Very Low Confidence,2024,46,274980.0,Very Low Confidence,28.11,2024.0,Celsius,2024.0,East Asia & Pacific,High Income,,2024.0,90674.066632628,2023.0,8241.8495821727,2020.0,2742000.0,2023.0,100.0,2024.0,6036860.0,149,893813.0,45.78,23.46,30.76,Household,0.45,4.0,Small (1M-10M),Hot (25°C-30°C),High GDP per Capita,9,100.0,11.415037699001983,9.01710138619971,14.82419850380163,15.613394732832358
Thailand,2024,South-eastern Asia,86,6180468.0,Medium Confidence,2024,40,2876253.0,Very Low Confidence,2024,50,3579983.0,Very Low Confidence,27.5,2024.0,Celsius,2024.0,East Asia & Pacific,Upper Middle Income,IBRD,2024.0,7346.62022142185,2023.0,140.348088629646,2019.0,39916000.0,2023.0,100.0,2024.0,71668011.0,176,12636704.0,48.91,22.76,28.33,Household,0.56,3.0,Large (50M-100M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,8.902131760380628,4.951225561795934,17.502287829038952,18.087555069340656
Timor-Leste,2024,South-eastern Asia,78,104419.0,Low Confidence,2024,40,54047.0,Very Low Confidence,2024,44,59292.0,Very Low Confidence,,,,2024.0,East Asia & Pacific,Lower Middle Income,Blend,2024.0,1331.9705130185,2023.0,93.0925353059852,2019.0,74800.0030517578,2023.0,100.0,2024.0,1400638.0,162,217758.0,47.95,24.82,27.23,Household,0.05,2.0,Small (1M-10M),,Low GDP per Capita,8,100.0,7.195165199167724,4.544278716196995,11.222586573655516,14.15243911902508
Viet Nam,2024,South-eastern Asia,72,7079811.0,Medium Confidence,2024,40,3960369.0,Very Low Confidence,2024,44,4344674.0,Very Low Confidence,25.49,2024.0,Celsius,2024.0,East Asia & Pacific,Lower Middle Income,IBRD,2024.0,4717.29028732449,2023.0,320.175197572656,2020.0,3837000.0,2023.0,99.8,2024.0,100987686.0,156,15384854.0,46.02,25.74,28.24,Household,0.04,2.0,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,8.459201785697699,5.771986761073259,15.160201629849333,18.430509156482707
Afghanistan,2024,Southern Asia,127,5229654.0,Medium Confidence,2024,32,1336124.0,Very Low Confidence,2024,10,398051.0,Very Low Confidence,14.61,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Low Income,IDA,2023.0,413.757894705303,2023.0,63.5585008355948,,,2023.0,85.3,2024.0,42647492.0,169,6963829.0,75.1,19.19,5.72,Household,,1.0,Medium (10M-50M),Cool (10°C-20°C),Low GDP per Capita,8,100.01,6.027694963742444,4.16757180243425,,17.568479049400565
Bangladesh,2024,Southern Asia,82,14101956.0,Medium Confidence,2024,32,5561174.0,Very Low Confidence,2024,10,1656756.0,Very Low Confidence,26.02,2024.0,Celsius,2024.0,South Asia,Lower Middle Income,IDA,2024.0,2593.41611680774,2023.0,1319.17979689183,2019.0,323000.0,2023.0,99.5,2024.0,173562364.0,124,21319886.0,66.14,26.08,7.77,Household,0.0,2.0,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,99.99,7.861116767126041,7.185523216071246,12.685410698175234,18.9720475452132
Bhutan,2024,Southern Asia,19,15072.0,High Confidence,2024,32,25339.0,Very Low Confidence,2024,10,7549.0,Very Low Confidence,10.72,2024.0,Celsius,2024.0,South Asia,Lower Middle Income,IDA,2023.0,3831.32535494609,2023.0,20.6183796539067,2020.0,29799.9992370605,2023.0,100.0,2024.0,791524.0,61,47960.0,31.43,52.83,15.74,Food Service,0.04,2.0,Very Small (<1M),Cool (10°C-20°C),Low GDP per Capita,9,100.0,8.251227040221957,3.0735438627746112,10.302297203376312,13.581716743401357
India,2024,Southern Asia,55,78192338.0,Medium Confidence,2024,32,46037319.0,Very Low Confidence,2024,10,13715198.0,Very Low Confidence,25.03,2024.0,Celsius,2024.0,South Asia,Lower Middle Income,IBRD,2024.0,2694.73780859961,2023.0,483.679010086809,2019.0,17914000.0,2023.0,99.5,2024.0,1450935791.0,97,137944855.0,56.68,33.37,9.94,Household,0.01,2.0,Very Large (>100M),Hot (25°C-30°C),Low GDP per Capita,9,99.99,7.899427215299803,6.183486836955543,16.70109314383954,21.09547455900789
Iran (Islamic Republic of),2024,Southern Asia,93,8208360.0,Low Confidence,2024,32,2876581.0,Very Low Confidence,2024,10,856976.0,Very Low Confidence,19.61,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Upper Middle Income,IBRD,2024.0,5190.16959024821,2023.0,55.8451198767334,2020.0,1550000.0,2023.0,100.0,2024.0,91567738.0,135,11941917.0,68.74,24.09,7.18,Household,0.02,3.0,Large (50M-100M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.01,8.554714305347169,4.040330374413984,14.253766134056512,18.332589573286228
Maldives,2024,Southern Asia,207,107877.0,Medium Confidence,2024,34,17593.0,Medium Confidence,2024,21,10942.0,Very Low Confidence,28.18,2024.0,Celsius,2024.0,South Asia,Upper Middle Income,IDA,2024.0,13379.3513577224,2023.0,1765.08053691275,2020.0,555000.0,2023.0,100.0,2024.0,527799.0,262,136412.0,79.08,12.9,8.02,Household,1.05,3.0,Very Small (<1M),Hot (25°C-30°C),Lower-Middle GDP per Capita,9,100.0,9.501542593256895,7.476517984264923,13.22672519452875,13.176472703051362
Nepal,2024,Southern Asia,93,2831907.0,Low Confidence,2024,32,992429.0,Very Low Confidence,2024,10,295659.0,Very Low Confidence,14.14,2024.0,Celsius,2024.0,South Asia,Lower Middle Income,IDA,2024.0,1447.31004458428,2023.0,207.147638646669,2020.0,230000.0,2023.0,94.0,2024.0,29651054.0,135,4119995.0,68.74,24.09,7.18,Household,0.01,2.0,Medium (10M-50M),Cool (10°C-20°C),Low GDP per Capita,9,100.01,7.278152669213458,5.338247629097505,12.345838935721968,17.20500826456251
Pakistan,2024,Southern Asia,130,30754726.0,Medium Confidence,2024,32,7660705.0,Very Low Confidence,2024,10,2282237.0,Very Low Confidence,21.9,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",Lower Middle Income,Blend,2024.0,1478.77277977996,2023.0,321.067474833956,,,2023.0,95.6,2024.0,251269164.0,172,40697668.0,75.57,18.82,5.61,Household,,2.0,Very Large (>100M),Warm (20°C-25°C),Low GDP per Capita,8,100.0,7.299643827795955,5.774761072765823,,19.342035293035458
Sri Lanka,2024,Southern Asia,76,1656148.0,Medium Confidence,2024,32,709156.0,Very Low Confidence,2024,10,211268.0,Very Low Confidence,27.41,2024.0,Celsius,2024.0,South Asia,Lower Middle Income,IDA,2024.0,4515.56787322732,2023.0,356.239896540576,2020.0,540000.0,2023.0,100.0,2024.0,21916000.0,118,2576572.0,64.28,27.52,8.2,Household,0.02,2.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,8.415507664314315,5.878407535208029,13.199326270390594,16.902727567269206
Albania,2024,Southern Europe,86,243657.0,Low Confidence,2024,25,69686.0,Low Confidence,2024,15,41792.0,Low Confidence,13.86,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,11377.7757431099,2023.0,88.1056569343066,2020.0,2658000.0,2023.0,100.0,2024.0,2377128.0,126,355135.0,68.61,19.62,11.77,Household,1.12,3.0,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0,9.339505122201638,4.489822822184234,14.79308489447798,14.68140401495811
Andorra,2024,Southern Europe,82,6598.0,Low Confidence,2024,19,1558.0,Low Confidence,2024,11,862.0,Low Confidence,9.56,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,49303.6491674336,2023.0,172.034042553191,2020.0,5207000.0,2023.0,100.0,2024.0,81938.0,112,9018.0,73.16,17.28,9.56,Household,63.55,4.0,Very Small (<1M),Cold (<10°C),High GDP per Capita,9,100.0,10.805773659183535,5.153488352903684,15.465514624194181,11.313730346974646
Bosnia and Herzegovina,2024,Southern Europe,86,277117.0,Low Confidence,2024,25,79256.0,Low Confidence,2024,15,47531.0,Low Confidence,11.78,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,9358.78768951134,2023.0,62.20845703125,2020.0,197000.0,2023.0,100.0,2024.0,3164253.0,126,403904.0,68.61,19.62,11.77,Household,0.06,3.0,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0,9.144177886469866,4.146438105986147,12.190964083849375,14.967427882776516
Croatia,2024,Southern Europe,53,213590.0,Eurostat,2024,4,16120.0,Eurostat,2024,1,4030.0,Eurostat,13.42,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,IBRD,2024.0,24050.4397933135,2023.0,68.9722301644031,2020.0,21608000.0,2023.0,100.0,2024.0,3866200.0,58,233740.0,91.38,6.9,1.72,Household,5.59,4.0,Small (1M-10M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0,10.087950140407813,4.248098451401262,16.888574220733744,15.167782929121602
Gibraltar,2024,Southern Europe,82,2474.0,Low Confidence,2024,19,584.0,Low Confidence,2024,11,323.0,Low Confidence,,,,2024.0,Europe & Central Asia,High Income,,,,2023.0,3847.1,,,2023.0,100.0,2024.0,39329.0,112,3381.0,73.17,17.27,9.55,Household,,4.0,Very Small (<1M),,,6,99.99,,8.255334798973914,,10.579742865425855
Greece,2024,Southern Europe,87,903930.0,Eurostat,2024,21,218190.0,Eurostat,2024,14,145460.0,Eurostat,15.71,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,24626.1481858973,2023.0,80.7397284716835,2020.0,7406000.0,2023.0,100.0,2024.0,10405134.0,122,1267580.0,71.31,17.21,11.48,Household,0.71,4.0,Medium (10M-50M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0,10.111604698210979,4.403540156276974,15.81780117548134,16.157809992257178
Holy See,2024,Southern Europe,83,,Very Low Confidence,2024,23,,Very Low Confidence,2024,14,,Very Low Confidence,,,,,,,,,,,,,,,,,,120,,,,,No Data,,,,,,2,,,,,
Italy,2024,Southern Europe,107,6317280.0,Eurostat,2024,19,1150162.0,Low Confidence,2024,6,354240.0,Eurostat,14.39,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,40385.3413957669,2023.0,199.459678073854,2020.0,38419000.0,2023.0,100.0,2024.0,58952704.0,132,7821682.0,80.77,14.7,4.53,Household,0.65,4.0,Large (50M-100M),Cool (10°C-20°C),High GDP per Capita,9,100.0,10.606246922522677,5.300613119658356,17.464062712884378,17.892246070239267
Malta,2024,Southern Europe,92,48760.0,Eurostat,2024,45,23850.0,Eurostat,2024,8,4240.0,Eurostat,20.27,2024.0,Celsius,2024.0,"Middle East, North Africa, Afghanistan & Pakistan",High Income,,2024.0,43898.5781808597,2023.0,1727.334375,2020.0,718000.0,2023.0,100.0,2024.0,568847.0,145,76850.0,63.45,31.03,5.52,Household,1.26,4.0,Very Small (<1M),Warm (20°C-25°C),High GDP per Capita,9,100.0,10.689659990380646,7.454913434695433,13.484226240787052,13.251368542096339
Montenegro,2024,Southern Europe,86,54051.0,Low Confidence,2024,25,15459.0,Low Confidence,2024,15,9271.0,Low Confidence,11.3,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,13263.3281277699,2023.0,46.3590334572491,2020.0,351000.0,2023.0,100.0,2024.0,623525.0,126,78781.0,68.61,19.62,11.77,Household,0.56,3.0,Very Small (<1M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0,9.492833615290586,3.8577575819479244,12.768544351446794,13.343145743312997
North Macedonia,2024,Southern Europe,86,179311.0,Low Confidence,2024,25,51283.0,Low Confidence,2024,15,30755.0,Low Confidence,12.26,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,9291.85661671864,2023.0,72.474861221253,2020.0,118000.0,2023.0,100.0,2024.0,1824359.0,126,261349.0,68.61,19.62,11.77,Household,0.06,3.0,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0,9.13700127826782,4.296943323514534,11.678448377988165,14.416739798562881
Portugal,2024,Southern Europe,124,1273480.0,Eurostat,2024,23,236210.0,Eurostat,2024,21,215670.0,Eurostat,17.06,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,29292.242104753,2023.0,115.475189289738,2020.0,4208000.0,2023.0,100.0,2024.0,10694681.0,168,1725360.0,73.81,13.69,12.5,Household,0.39,4.0,Medium (10M-50M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0,10.28511212351356,4.757678282854903,15.25249827104224,16.185257166536257
San Marino,2024,Southern Europe,82,2474.0,Low Confidence,2024,19,584.0,Low Confidence,2024,11,323.0,Low Confidence,13.94,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2023.0,59879.7173015651,2023.0,564.333333333333,2019.0,1904000.0,2023.0,100.0,2024.0,33977.0,112,3381.0,73.17,17.27,9.55,Household,56.04,4.0,Very Small (<1M),Cool (10°C-20°C),High GDP per Capita,9,99.99,11.000109817445871,6.3374155276837385,14.459468019543394,10.43346853534186
Serbia,2024,Southern Europe,108,780482.0,Medium Confidence,2024,12,83920.0,Medium Confidence,2024,3,22431.0,Low Confidence,13.0,2024.0,Celsius,2024.0,Europe & Central Asia,Upper Middle Income,IBRD,2024.0,13679.2065983557,2023.0,78.7630277084077,2020.0,446000.0,2023.0,100.0,2024.0,6586476.0,123,886833.0,88.01,9.46,2.53,Household,0.07,3.0,Small (1M-10M),Cool (10°C-20°C),Lower-Middle GDP per Capita,9,100.0,9.523705293281488,4.379060085168915,13.008076473152153,15.700529165654729
Slovenia,2024,Southern Europe,36,76320.0,Eurostat,2024,20,42400.0,Eurostat,2024,7,14840.0,Eurostat,11.31,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,34301.0318686594,2023.0,105.31480791676,2020.0,1216000.0,2023.0,100.0,2024.0,2127400.0,63,133560.0,57.14,31.75,11.11,Household,0.57,4.0,Small (1M-10M),Cool (10°C-20°C),Upper-Middle GDP per Capita,9,100.0,10.442959869552856,4.666404578720072,14.011078163876332,14.570411604856938
Spain,2024,Southern Europe,61,2895272.0,Eurostat,2024,4,190240.0,Eurostat,2024,7,332920.0,Eurostat,15.16,2024.0,Celsius,2024.0,Europe & Central Asia,High Income,,2024.0,35326.7683069278,2023.0,96.7636173412149,2020.0,36410000.0,2023.0,100.0,2024.0,48848840.0,72,3418432.0,84.7,5.57,9.74,Household,0.75,4.0,Medium (10M-50M),Cool (10°C-20°C),High GDP per Capita,9,100.01,10.472424571274223,4.582552497001555,17.410354047616597,17.704241210480717
Angola,2024,Sub-Saharan Africa,89,3171950.0,Low Confidence,2024,31,1108181.0,Very Low Confidence,2024,10,344436.0,Very Low Confidence,21.56,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IBRD,2024.0,2665.87444776753,2023.0,29.4777460495709,2019.0,218000.0,2023.0,51.1,2024.0,37885849.0,130,4624567.0,68.59,23.96,7.45,Household,0.01,2.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,7.888662446871244,3.4169967795792284,12.292254928916668,17.450088249416364
Benin,2024,Sub-Saharan Africa,89,1189816.0,Low Confidence,2024,31,415685.0,Very Low Confidence,2024,10,129200.0,Very Low Confidence,28.58,2024.0,Celsius,2024.0,Sub-Saharan Africa,Lower Middle Income,IDA,2024.0,1485.38018885134,2023.0,125.142195814118,2019.0,337000.0,2023.0,57.0,2024.0,14462724.0,130,1734701.0,68.59,23.96,7.45,Household,0.02,2.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,7.304099039695281,4.837409808838218,12.727841176689147,16.487085207839286
Botswana,2024,Sub-Saharan Africa,50,132594.0,Medium Confidence,2024,31,81316.0,Very Low Confidence,2024,15,40398.0,Very Low Confidence,22.18,2024.0,Celsius,2024.0,Sub-Saharan Africa,Upper Middle Income,IBRD,2024.0,7695.75319445165,2023.0,4.37641204806522,2018.0,1830000.0,2023.0,76.0,2024.0,2521139.0,96,254308.0,52.14,31.98,15.89,Household,0.73,3.0,Small (1M-10M),Warm (20°C-25°C),Lower-Middle GDP per Capita,9,100.01,8.948553855858682,1.6820212461291708,14.419827071265543,14.740221738146573
Burkina Faso,2024,Sub-Saharan Africa,92,2085610.0,Low Confidence,2024,31,705886.0,Very Low Confidence,2024,10,219397.0,Very Low Confidence,29.98,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,981.992649769081,2023.0,84.1585380116959,2020.0,67000.0,2023.0,21.7,2024.0,23548781.0,133,3010893.0,69.27,23.44,7.29,Household,0.0,1.0,Medium (10M-50M),Hot (25°C-30°C),Low GDP per Capita,9,100.0,6.890601642773413,4.444514672330896,11.112462823634855,16.974584657343964
Burundi,2024,Sub-Saharan Africa,92,1185863.0,Low Confidence,2024,31,401362.0,Very Low Confidence,2024,10,124748.0,Very Low Confidence,20.83,2024.0,Celsius,2024.0,Sub-Saharan Africa,Low Income,IDA,2024.0,219.424830882698,2023.0,533.078271028037,2017.0,299000.0,2023.0,11.6,2024.0,14047786.0,133,1711973.0,69.27,23.44,7.29,Household,0.02,1.0,Medium (10M-50M),Warm (20°C-25°C),Low GDP per Capita,9,100.0,5.395556733739942,6.280542403178006,12.608202196848836,16.4579754324414
